title, info,dateCreated, ratingValue, ratingCount, genres
Cô Nàng Mạnh Mẽ Gang Nam Soon,,Strong Girl Nam Soon 2023,"Oct. 10, 2023",9,70,"['Phim Chính Kịch', 'Phim Hài', 'Phim Hình Sự', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Hội Chợ Hoan Lạc,"Hội Chợ Hoan Lạc – Punit Na Langit (2023) cuộc sống của anh em họ Dyosa và Claudia thay đổi khi lễ hội hóa trang đến thị trấn của họ. Khi cả hai đều giao nộp sự ngây thơ của mình cho những người đàn ông trong lễ hội, giấc mơ của họ sụp đổ.",Punit Na Langit 2023,"Oct. 10, 2023",7.6,10,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Khiêu Dâm Hoang Dã,"Khiêu Dâm Hoang Dã – Domme (2023) một người đàn ông theo dõi hàng xóm của mình vì tiếng ồn mà họ tạo ra hàng đêm. Nhưng anh ấy phát hiện ra rằng họ thực hiện những hành vi khiêu dâm hoang dã. Khi anh ta can thiệp vào công việc kinh doanh của họ, anh ta càng can thiệp vào cuộc sống và mớ hỗn độn của họ.",Domme 2023,"Oct. 10, 2023",5.3,8,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Gen V,,Gen V 2023,"Oct. 10, 2023",8.4,34,"['Phim Hài', 'Phim Hành Động', 'Phim Khoa Học', 'Phim Kịch Tính', 'Phim Viễn Tưởng']"
Nghĩa Địa Ma Quái: Huyết Thống,"Nghĩa Địa Ma Quái: Huyết Thống – Pet Sematary: Bloodlines (2023) năm 1969, chàng trai trẻ Jud Crandall có ước mơ rời bỏ quê hương Ludlow, Maine của mình, nhưng sớm phát hiện ra những bí mật nham hiểm được chôn giấu bên trong và buộc phải đối mặt với lịch sử đen tối của gia đình sẽ mãi mãi khiến anh kết nối với Ludlow.",Pet Sematary: Bloodlines 2023,"Oct. 09, 2023",6.3,9,"['Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý', 'Phim Viễn Tưởng']"
Thiện Ác Đối Đầu 3,"Thiện Ác Đối Đầu 3 – The Equalizer 3 (2023) nói về Robert McCall chuyển đến sinh sống tại miền Nam nước Ý nhưng phát hiện ra bạn bè của mình bị một tổ chức mafia ở địa phương kiểm soát. Khi tính mạng của họ bị đe dọa, ông buộc phải quay trở lại con đường sát thủ để bảo vệ bạn bè.",The Equalizer 3 2023,"Oct. 09, 2023",9.5,100,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Hình Sự']"
Tội Ác Kinh Hoàng,,The Worst of Evil 2023,"Oct. 09, 2023",9.2,256,"['Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính']"
Cọt Kẹt Đêm Hôm,Cọt Kẹt Đêm Hôm – Langitngit (2023) một phụ nữ trẻ chuyển đến một tòa nhà mới và chẳng mấy chốc những điều kỳ lạ và đáng sợ bắt đầu xảy ra,Langitngit 2023,"Oct. 08, 2023",5.7,6,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Luân Phiên,"Luân Phiên – Kahalili (2023) một phụ nữ trẻ tìm được việc làm tại trang trại của một cặp vợ chồng giàu có nhưng được yêu cầu cung cấp dịch vụ tối ưu: làm người mẹ thay thế. Khi quá trình mang thai của cô ấy phát triển, sự gắn bó tình dục của người chồng ngày càng tăng.",Kahalili 2023,"Oct. 08, 2023",3,14,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Gái Gọi Cao Cấp,"Gái Gọi Cao Cấp – Call Me Alma (2023) Alma, Azi Acosta, là một cô gái quán bar cao cấp. Cô đã quyết định rằng mại dâm là nghề, là cuộc sống, là phương tiện để đạt được ước mơ và hạnh phúc của mình. Cô ấy phục vụ cho tất cả những người đàn ông có đủ khả năng chi trả cho cô ấy. Nhưng cô lại yêu mến hai người đàn ông: một luật sư giàu có và một giám đốc ngân hàng mà cô gọi lần lượt là Tiger Joe và Kabayo.",Call Me Alma 2023,"Oct. 08, 2023",7.3,28,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Tham Vọng,"Tham Vọng – Sugapa (2023) đôi tình nhân trẻ theo đuổi giấc mơ thành phố lớn nhưng bị thử thách bởi ham muốn, nghiện ngập và thèm khát tiền bạc. Liệu tình yêu của họ sẽ tồn tại hay việc đạt được ước mơ sẽ chia cắt họ?",Sugapa 2023,"Oct. 08, 2023",6.8,13,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Hoa Dại,"Hoa Dại – Ligaw Na Bulaklak (2023) Kevin là một diễn viên phim gợi cảm hiện đang quay phim ở một địa điểm xa xôi. Khi công việc kết thúc, họ tổ chức một bữa tiệc tràn ngập rượu và ma túy.",Ligaw Na Bulaklak 2023,"Oct. 08, 2023",6.8,6,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Đơn Hàng Từ Sát Nhân,"Đơn Hàng Từ Sát Nhân – Don’t Buy the Seller (2023) như bao cô gái chốn công sở, Soo-hyun dù luôn quay cuồng với deadline nhưng vẫn không quên đam mê shopping online của mình. Sau khi mua nhầm một đơn hàng “chất lượng kém, xứng đáng 1 sao”, Soo-hyun không ngờ rằng đánh giá chân thật của mình đã làm một tên sát nhân máu lạnh nổi điên.",Don't Buy the Seller 2023,"Oct. 08, 2023",6.6,14,"['Phim Chính Kịch', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Ham Muốn Tình Dục,"Ham Muốn Tình Dục – Kabayo (2023) câu chuyện về Laurene muốn nâng cao mối quan hệ 7 năm của mình với Conrad. Khi Easton xuất hiện trong bức ảnh, cô ấy tin rằng mình là sự bổ sung hoàn hảo cho mối quan hệ tình dục của họ.",Kabayo 2023,"Oct. 08, 2023",6.4,11,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Điệu Ba Lê Tử Thần,"Điệu Ba Lê Tử Thần – Ballerina (2023) đang đau buồn vì mất đi người bạn thân mà cô không thể bảo vệ, cựu vệ sĩ Ok Ju bắt đầu thực hiện ước nguyện cuối cùng của cô bạn thân ấy: màn trả thù thật ngọt ngào.",Ballerina 2023,"Oct. 07, 2023",8.9,26,"['Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính']"
Thanh Tra Sát Nhân,"Thanh Tra Sát Nhân – Devils (2023) của đạo diễn Kim Jae-hoon xoay quanh màn tráo đổi thân phận bí ẩn, ly kỳ của thanh tra Jae-hwan (Oh Dae-hwan thủ vai) và tên giết người hàng loạt Jin-hyuk (Jang Dong-yoon thủ vai). Kẻ phản diện sống cuộc đời chính nghĩa, người lương thiện lại bất đắc dĩ trở thành sát nhân, những tình tiết không tưởng liên tục xảy ra khiến người xem không thể rời mắt khỏi cuộc truy đuổi nghẹt thở giữa hai nhân vật.",Devils 2023,"Oct. 07, 2023",6.8,5,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Tâm Lý']"
Dinh Thự Ma Ám,"Dinh Thự Ma Ám – Haunted Mansion (2023) xoay quanh câu chuyện về người mẹ đơn thân và cậu con trai chuyển đến biệt thự ma ám. Để chống lại các linh hồn, họ đã thuê 1 đội gồm cựu điều tra viên hiện tượng huyền bí, linh mục, nhà ngoại cảm và giáo sư lịch sử để trừ tà cho ngôi nhà và tiêu diệt những bóng ma xung quanh họ.",Haunted Mansion 2023,"Oct. 06, 2023",8.5,13,"['Phim Hài', 'Phim Viễn Tưởng']"
Sát Thủ Xuyên Không,"Sát Thủ Xuyên Không – Totally Killer (2023) khi một tên sát nhân khét tiếng quay trở lại sau 35 năm kể từ vụ án đầu tiên của hắn để tìm kiếm một nạn nhân khác, Jamie, 17 tuổi, vô tình du hành ngược thời gian về năm 1987, quyết tâm ngăn chặn kẻ giết người trước khi hắn có thể bắt đầu tội ác.",Totally Killer 2023,"Oct. 06, 2023",8,6,"['Phim Hài', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Viễn Tưởng']"
Loki: Phần 2,,Loki Season 2 2023,"Oct. 06, 2023",9.1,210,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Khoa Học', 'Phim Viễn Tưởng']"
Âm Thanh Của Tự Do,"Âm Thanh Của Tự Do – Sound of Freedom (2023) câu chuyện về Tim Ballard, cựu đặc vụ chính phủ Mỹ, đã nghỉ việc để cống hiến cả đời cho việc giải cứu trẻ em khỏi bọn buôn bán tình dục toàn cầu.",Sound of Freedom 2023,"Oct. 05, 2023",9.7,9,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Tâm Lý']"
LiveStream,"LiveStream (2023) nói về đang trong giai đoạn chiến tranh lạnh với bạn gái, Dong Joo nhận được một đường link đến buổi phát sóng trực tiếp. Kinh khủng hơn khi cô gái sẽ bị lột trần làm thú vui trên mạng chính là bạn gái anh.",LiveStream 2023,"Oct. 04, 2023",5.6,42,"['Phim Bí Ẩn', 'Phim Chiếu Rạp', 'Phim Hình Sự', 'Phim Kịch Tính', 'Phim Kinh Dị']"
Bộ Đôi Báo Thủ,"Bộ Đôi Báo Thủ – Ransomed (2023) tại Beirut năm 1986, trong cuộc nội chiến Lebanon, một nhà ngoại giao Hàn Quốc bị bắt làm con tin không dấu vết. Hai năm trôi qua và bị lãng quên từ lâu, nhà ngoại giao trẻ Min-jun nhận được một cuộc điện thoại chứng minh rằng con tin vẫn còn sống. Với nhiệm vụ được giao, Min-jun được phái đến Beirut để cứu con tin cùng một túi tiền chuộc.",Ransomed 2023,"Oct. 03, 2023",7.9,28,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Kịch Tính', 'Phim Tâm Lý']"
Ác Quỷ Ma Sơ 2,"Ác Quỷ Ma Sơ 2 – The Nun 2 là bộ phim kinh dị siêu nhiên gothic của Hoa Kỳ được đạo diễn bởi Michael Chaves với kịch bản do Akela Cooper, Ian B. Goldberg và Richard Naing chấp bút dựa trên cốt truyện của Cooper và James Wan. Đây sẽ là phần hậu truyện của Ác quỷ ma sơ và đồng thời là phần phim thứ chín thuộc Vũ trụ The Conjuring.",The Nun 2 2023,"Oct. 03, 2023",7.9,163,"['Phim Bí Ẩn', 'Phim Chiếu Rạp', 'Phim Kịch Tính', 'Phim Kinh Dị']"
Cuộc Chiến Sinh Tồn,,The Escape of the Seven 2023,"Oct. 03, 2023",8.4,173,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Kịch Tính', 'Phim Kinh Dị']"
Cuộc Hôn Nhân Hạnh Phúc Của Tôi Live Action,Cuộc Hôn Nhân Hạnh Phúc Của Tôi Live Action – My Happy Marriage Live Action (2023) được chuyển thể từ manga cùng tên với cặp đôi diễn viên Meguro Ren và Imada Mio.,My Happy Marriage Live Action 2023,"Oct. 02, 2023",8.8,31,"['Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm', 'Phim Viễn Tưởng']"
Nhiệm Vụ: Bất Khả Thi 7 – Nghiệp Báo Phần 1,Nhiệm Vụ: Bất Khả Thi 7 – Nghiệp Báo Phần 1 – Mission: Impossible 7 – Dead Reckoning Part One (2023) Ethan Hunt và đội IMF của anh ta bắt đầu nhiệm vụ nguy hiểm nhất của họ: Theo dõi một vũ khí mới đáng sợ đe dọa toàn nhân loại trước khi nó rơi vào tay kẻ xấu.,Mission: Impossible 7 - Dead Reckoning Part One 2023,"Oct. 02, 2023",9,131,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Kịch Tính', 'Phim Phiêu Lưu']"
Castlevania: Nocturne,,Castlevania: Nocturne 2023,"Oct. 01, 2023",8.1,9,"['Phim Chính Kịch', 'Phim Hoạt Hình', 'Phim Netflix']"
Địa Đàng Sụp Đổ,Địa Đàng Sụp Đổ – Concrete Utopia (2023) xoay quanh cơn đại địa chấn san bằng Seoul thành bình địa và hành trình sinh tồn của những người sống sót.,Concrete Utopia 2023,"Oct. 01, 2023",7.8,85,"['Phim Chiếu Rạp', 'Phim Chính Kịch', 'Phim Khoa Học', 'Phim Kịch Tính', '']"
Power Rangers: Vũ Trụ Cuồng Nộ,,Power Rangers Cosmic Fury 2023,"Sep. 30, 2023",8.1,14,"['Phim Khoa Học', 'Phim Netflix', 'Phim Phiêu Lưu', 'Phim Viễn Tưởng']"
Muôn Kiếp Nhân Duyên,"Muôn Kiếp Nhân Duyên – Past Lives (2023) hai người bạn thời thơ ấu bị chia cắt sau khi gia đình một người di cư từ Hàn Quốc. Hai thập kỷ sau, họ đoàn tụ ở New York trong một tuần khi họ đối mặt với những quan niệm về số phận, tình yêu và những lựa chọn tạo nên cuộc đời.",Past Lives 2023,"Sep. 29, 2023",8,37,"['Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Phong Thần 1: Tam Bộ Khúc,"Phong Thần 1: Tam Bộ Khúc Trụ Vương cấu kết với hồ ly tinh Đát Kỷ khiến người dân lâm vào cảnh lầm than. Khương Tử Nha được lệnh mang Phong Thần Bảng, lợi dụng mọi sự trợ giúp có được để giải thoát bá tính khỏi kiếp nạn, phò Chu diệt Thương.",Creation of the Gods 1: Kingdom Of Storms 2023,"Sep. 28, 2023",8.5,219,"['Phim Chiến Tranh', 'Phim Chiếu Rạp', 'Phim Kịch Tính', 'Phim Thần Thoại', '']"
Câu Chuyện Kì Diệu Về Henry Sugar,Câu Chuyện Kì Diệu Về Henry Sugar – The Wonderful Story of Henry Sugar (2023) Wes Anderson mang đến bộ phim chuyển thể từ câu chuyện được yêu thích của Roald Dahl về người đàn ông giàu có quyết tâm thành thạo một kỹ năng phi thường để gian lận cờ bạc.,The Wonderful Story of Henry Sugar 2023,"Sep. 27, 2023",8.2,10,"['Phim Hài', 'Phim Netflix', 'Phim Phiêu Lưu']"
Con Lười Sát Nhân,"Con Lười Sát Nhân – Slotherhouse (2023) muốn có một năm tuyệt vời, chị gái nữ sinh Emily Young nhận ra rằng có thể cô ấy chính là lựa chọn tốt nhất cho hội nữ sinh của mình. Khi bắt đầu chiến dịch của mình, cô tìm thấy một con lười đáng yêu đã đánh cắp trái tim cô và nhanh chóng nhận ra rằng cô có thể đánh cắp trái tim và phiếu bầu của các chị em nữ sinh của mình.",Slotherhouse 2023,"Sep. 26, 2023",5.8,13,"['Phim Hài', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Tay Đua Cự Phách,"Tay Đua Cự Phách – Gran Turismo (2023) dựa trên câu chuyện có thật về Jann Mardenborough, một tay đua nổi tiếng tới từ Anh quốc. Vào năm 2011, anh đã đánh bại 90.000 đối thủ để trở thành nhà vô địch thứ ba, đồng thời là nhà vô địch trẻ tuổi nhất trong giải đấu GT Academy. Phần thưởng của Jann là cơ hội được đại diện cho Nissan tại giải đua Dubai 24-Hour.",Gran Turismo 2023,"Sep. 26, 2023",9.3,13,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Phiêu Lưu']"
Không Ai Sẽ Cứu Bạn,Không Ai Sẽ Cứu Bạn – No One Will Save You (2023) một phụ nữ trẻ bị cộng đồng xa lánh thấy mình phải đối mặt với một loạt sinh vật ngoài Trái đất đe dọa tương lai của cô trong khi buộc cô phải đối mặt với quá khứ.,No One Will Save You 2023,"Sep. 22, 2023",5.1,17,"['Phim Khoa Học', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Viễn Tưởng']"
Khách Sạn Continental: Từ Thế Giới của John Wick,,The Continental: From the World of John Wick 2023,"Sep. 22, 2023",7.7,44,"['Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính']"
Bài Ca Của Lưỡi Kiếm,,Song of the Bandits 2023,"Sep. 22, 2023",7.7,21,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Netflix', 'Phim Phiêu Lưu', '', '']"
Giáo Dục Giới Tính (Phần 4),,Sex Education 4 2023,"Sep. 21, 2023",8.8,30,"['Phim Chính Kịch', 'Phim Hài', 'Phim Netflix']"
Mao Sơn Thúc Thúc,"Mao Sơn Thúc Thúc – Uncle Maoshan (2023) trong thời kỳ cuối thế kỷ 19 và đầu thế kỷ 20, ông trùm tài phiệt Nhậm Lão qua đời bất ngờ và lan truyền thông tin trong xóm là ông đã bị “ma cà rồng” hại chết. Người chết không chỉ sống lại một cách kỳ quái, biến thành “ma cà rồng” theo lời đồn đại của dân làng, mà còn làm chết nhiều người.",Uncle Maoshan 2023,"Sep. 21, 2023",4.6,26,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Kinh Dị']"
Conan Movie 26: Tàu Ngầm Sắt Màu Đen,"Conan Movie 26: Tàu Ngầm Sắt Màu Đen – Detective Conan Movie 26 (2023) địa điểm lần này được đặt ở vùng biển gần đảo Hachijo-jima, Tokyo. Các kỹ sư từ khắp nơi trên thế giới đã tập hợp để vận hành toàn diện “Phao Thái Bình Dương”, một cơ sở ngoài khơi để kết nối các camera an ninh thuộc sở hữu của lực lượng cảnh sát trên toàn thế giới.",Detective Conan Movie 26,"Sep. 21, 2023",8.6,209,"['Phim Bí Ẩn', 'Phim Chiếu Rạp', 'Phim Chính Kịch', 'Phim Hành Động', '', '']"
La Bố Bạc U Lăng,"La Bố Bạc U Lăng – Lop Nor Tomb (2023) nói về bộ ba Hồ – Béo – Dương vì muốn giúp Shirley Dương tìm cha mà cùng giáo sư Trần và mọi người bước lên hành trình tìm kiếm di tích thành cổ La Bố Bạc, suốt đường đi trải qua vô số khó khăn như các cạm bẫy ở núi lửa, nghĩa địa, tượng đá rái cá… nhưng cuộc tìm kiếm vẫn không có kết quả. Khi đoàn người định bỏ cuộc thì thái độ của Sở Tư Vũ khiến Hồ Bát Nhất nghi ngờ, Shirley Dương cũng đột nhiên mất tích, chuyến tìm kiếm thành cổ La Bố Bạc bỗng có rất nhiều điều đáng ngờ…",Lop Nor Tomb 2023,"Sep. 19, 2023",6.8,10,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Phiêu Lưu']"
Anh Ấy Bước Ra Từ Ánh Lửa,,He Walks From The Fire 2023,"Sep. 18, 2023",8.3,13,"['Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Một Triệu Dặm Cách Xa,"Một Triệu Dặm Cách Xa – A Million Miles Away (2023) câu chuyện về José Hernández, người Mỹ gốc Mexico, người nông dân nhập cư đầu tiên du hành vào vũ trụ. Một câu chuyện về sự kiên trì, cộng đồng và sự hy sinh để thực hiện một giấc mơ không thể thực hiện được.",A Million Miles Away 2023,"Sep. 18, 2023",8,3,"['Phim Chính Kịch', 'Phim Lịch Sử']"
Trừng Phạt,"Trừng Phạt – Retribution (2023) nói về Matt Turner (Liam Neeson) là một doanh nhân người Mỹ thành đạt sống ở Berlin, đang phải cân bằng giữa sự nghiệp tài chính đang bùng nổ và trách nhiệm gia đình. Một buổi sáng đang lái xe đưa con đến trường, Matt nhận được một cuộc điện thoại từ một giọng nói bí ẩn: có một quả bom dưới ghế của anh ấy sẽ phát nổ trừ khi anh ấy hoàn thành một loạt nhiệm vụ cụ thể, và nhanh chóng.",Retribution 2023,"Sep. 18, 2023",7.1,15,"['Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính']"
Phong Thần: Diệt Trụ,"Phong Thần: Diệt Trụ – League of Gods: Zhou Destruction (2023) nói về Nữ Oa và các vị thần đã phát động “Kế hoạch Phong Thần” nhằm lật đổ sự thống trị của nhà Thương, và sắp đặt cho yêu hồ ly chín đuôi thành mỹ nhân.",League of Gods: Zhou Destruction 2023,"Sep. 18, 2023",8.2,12,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Viễn Tưởng']"
